Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0.04,-0.119412835,0.72,0.21,0.27,0.15,16.64857013,0
0.12,-0.14640112,0.67,0.09,0.31,0.15,18.61252852,0
0.12,-0.14602801,0.36,0.14,1.1,0.39,15.92987851,0
0.49,-0.148568711,0.53,0.08,0.37,-0.21,17.69444761,0
0.03,-0.15503595,0.83,0.14,0.07,0.06,16.51607622,0
0.05,-0.113052199,0.61,0.35,0.25,0.27,16.37566219,0
0.05,-0.038199239,0.68,0.29,0.84,0.3,16.72702723,0
0.21,-0.143984789,0.53,0.18,0.63,0.32,17.15610729,0
0.14,-0.143025364,0.43,0.36,0.22,0.27,19.30622614,0
0.1,-0.112714623,0.91,0.04,0.48,-0.07,16.32466956,0
0.13,0.018815513,0.67,0.43,0.28,0.25,16.53737379,0
0.11,-0.137464249,0.42,0.12,0.5,0.35,16.20040385,0
0.15,-0.153685648,0.78,0,0.17,0.15,17.62494192,0
0.1,-0.094272332,0.4,0.19,0.28,0.44,16.88819447,0
0.05,-0.142687788,0.77,0.1,0.54,-0.07,16.24225856,0
0.12,-0.136877933,0.48,0.09,0.42,0.19,16.03302675,0
0.17,-0.143291871,0.55,0.13,0.44,0.04,18.53750383,0
0.08,-0.147946861,0.88,0.15,1.23,-0.02,19.94013227,0
0.03,-0.137073372,0.73,0.01,0.63,0.04,16.14394447,0
0.04,-0.08645479,0.39,0.34,1.5,0.45,18.9266779,0
0.08,-0.127834459,0.43,0.05,0.73,0.28,21.45922037,0
0.02,-0.134994616,0.65,0.42,0.38,0.03,16.53091565,0
0.43,-0.130428462,0.67,0.12,0.19,0.3,17.41715605,0
0.23,-0.10322697,0.37,0.38,0.77,0.54,17.9218089,0
0.03,-0.119910315,0.63,0.2,0.43,0.32,16.73655021,0
0.1,-0.119483903,0.45,0.1,0.95,0.33,19.08252402,0
0.04,-0.060656903,0.28,0.47,0.35,0.34,16.19731386,0
0.12,-0.151109412,0.8,0.04,-0.11,0.08,16.77214342,0
0.2,-0.147609286,0.84,0.09,0.27,0.05,16.18097542,0
0.21,-0.111453156,0.29,0.07,0.43,0.45,16.2902768,0
0.16,-0.139720676,0.51,0.22,0.37,0.18,18.74577562,0
0.09,-0.147040737,0.85,0.26,0.21,0.1,16.54181552,0
0.1,-0.147040737,0.89,0.01,0.84,-0.03,15.96800598,0
0.09,-0.14465994,0.34,0.2,0.23,0.51,18.03476329,0
0.03,-0.143860419,0.87,0.11,0.34,0.01,15.9542304,0
0.11,1.112862681,0.08,0.56,0.25,0.56,18.1990135,0
0.03,-0.131423421,0.64,0.32,0.62,0.15,17.34433337,0
0.24,-0.160863572,0.71,0.11,0.01,-0.17,18.14318845,0
0.17,-0.139169894,0.7,0.01,0.47,0.14,16.25139143,0
0.18,-0.14615238,0.81,0.03,0.45,0.16,16.27396696,0
0.11,-0.137748523,0.4,0.12,0.33,0.28,17.37994977,0
0.16,2.566356854,0.22,0.29,0.63,0.71,16.02763174,0
0.08,-0.141461855,0.7,0.32,0.19,0.24,16.50171343,0
0.23,-0.132418381,0.63,0.14,0.52,0.16,16.43361577,0
0.08,0.876737393,0.18,0.46,0.29,0.5,19.12396643,0
0.06,-0.141337485,0.69,0.01,0.8,0.08,16.40605651,0
0.04,-0.108414975,0.56,0.16,0.65,0.27,15.92964708,0
0.1,-0.140591265,0.57,0.28,0.38,0.29,15.95629928,0
0.24,-0.147573751,0.61,0.2,0.19,0.36,17.49464216,0
0.04,-0.139489703,0.53,0.16,0.47,0.35,16.30018977,0
0.32,-0.143842652,0.45,0.04,0.39,-0.25,15.91617357,0
0.08,13.67995154,0.38,0.1,0.52,0.24,17.05608298,0
0.13,-0.147111806,0.69,0.23,0.21,-0.03,16.10861828,0
0.26,-0.134852479,0.63,0.08,0.24,0.25,16.28427089,0
0.11,-0.086365955,0.27,0.05,0.95,0.63,17.32689643,0
0.09,-0.148426574,0.81,0,0.46,-0.3,15.99653224,0
0.39,-0.148035697,0.73,0.07,0.05,0.05,16.54186678,0
0.32,-0.129291365,0.44,0.01,0.46,0.43,17.32817451,0
0.02,-0.098412076,0.4,0.47,0.65,0.34,15.92010583,0
0.12,-0.141923801,0.6,0.18,0.33,0.01,20.86153962,0
0.3,-0.141817198,0.56,0.1,0.37,0.36,16.52375394,0
0.3,-0.131920901,0.53,0.01,0.64,0.21,16.32840439,0
0.42,-0.144340132,0.16,0.55,0.36,0.38,16.32065953,0
0.36,-0.147929094,0.63,0,0.15,0.24,19.02558953,0
0.27,-0.114313666,0.56,0.21,0.9,0.17,18.12629401,0
0.08,-0.146880833,0.93,0.1,0.59,-0.04,16.08048859,0
0.03,-0.132222943,0.47,0.05,1.08,0.3,19.46710486,0
0.19,-0.133324505,0.8,0,0.31,0.02,17.09552302,0
0.04,-0.141515157,0.77,0.19,0.37,0.18,16.76138771,0
0.28,-0.138423674,0.4,0.08,0.12,0.41,16.7700081,0
0.07,-0.119341766,0.43,0.23,0.63,0.23,18.02580431,0
0.12,-0.155959841,0.89,0.1,-0.13,-0.37,17.03657419,0
0.06,-0.1306239,0.49,0.68,0.18,0,17.78328542,0
0.01,-0.117298545,0.72,0.25,0.16,0.19,17.57526572,0
0.16,-0.144890913,0.66,0.21,0.32,0.16,17.47083961,0
0.15,-0.135261124,0.45,0.09,0.45,0.47,17.47172784,0
0.1,-0.147982396,0.76,0.06,0,-0.55,15.9434084,0
0.2,-0.022386484,0.27,0.31,0.46,0.62,16.22904052,0
0.16,-0.142190308,0.34,0.19,0.3,0.5,16.16775458,0
0.06,-0.141319718,0.59,0.2,0.58,0.1,16.16546643,0
0.42,-0.145850339,0.7,0.07,0.22,0.19,16.01512051,0
0.35,-0.140040484,0.85,0.07,0.38,-0.12,16.70444295,0
0.11,-0.124867347,0.28,0.14,0.42,0.43,19.94555684,0
0.26,-0.135083452,0.69,0.04,0.31,0.2,16.69119729,0
0.14,-0.142492349,0.77,0.02,0.45,0.11,16.66250834,0
0.02,-0.154183127,0.7,0.49,-0.18,-0.38,17.19123087,0
0.3,-0.144553338,0.79,0.01,0.57,0.06,16.01423246,0
0.26,-0.144695475,0.74,0.01,0.64,0.18,17.03130709,0
0.02,0.086437247,0.29,0.48,0.31,0.63,18.79025231,0
0.13,-0.038465746,0.26,0.4,0.56,0.65,16.46362772,0
0.06,-0.143789351,0.78,0.06,0.62,0.09,16.37497614,0
0.1,-0.097594787,0.2,0.23,0.55,0.79,16.27784213,0
0.31,-0.145725969,0.55,0.06,0.24,0.17,17.37647033,0
0.23,0.080911666,0.43,0.05,0.8,0.21,17.81255294,0
0.05,-0.087485285,0.79,0.24,0.26,0.16,16.48296346,0
0.05,-0.142083705,0.77,0.35,0.54,-0.17,19.44865161,0
0.2,0.229729229,0.13,0.4,0.25,0.42,18.64136152,0
0.04,0.352997645,0.3,0.14,0.21,0.11,18.3792147,0
0.08,-0.124192195,0.67,0,0.32,0.28,17.25765901,0
0.17,-0.14590364,0.65,0.08,0.26,0.12,16.23841157,0
0.42,-0.138832319,0.62,0.4,0.42,0.2,19.11627408,0
0.05,-0.1418705,0.68,0.2,0.17,0.18,16.34385203,0
0.11,-0.141586225,0.62,0.17,0.47,0.19,16.51398889,0
0.2,-0.119021958,0.43,0.05,0.51,0.37,17.41363649,0
0.1,-0.142048171,0.72,0.11,0.3,0.13,16.82982113,0
0.02,-0.141710595,0.84,0.41,0.51,0.02,21.06572419,0
0.52,-0.09795013,0.09,0.78,0.06,0.5,17.26655979,0
0.12,-0.13037516,0.55,0.04,0.51,0.41,16.56338462,0
0.22,-0.146223449,0.73,0.06,0.39,0.23,18.3508444,0
0.15,-0.077891029,0.17,0.46,0.15,0.14,17.87916815,0
0.07,-0.136042878,0.32,0.1,0.88,0.22,20.67971042,0
0.13,-0.144748776,0.79,0.01,0.92,0.07,16.41967663,0
0,-0.076291987,0.56,0.28,0.31,0.38,16.97811918,0
0.23,-0.147467149,0.83,0.22,0.29,-0.45,19.16795121,0
0.11,-0.104257465,0.4,0.03,0.53,0.29,17.6476205,0
0.12,-0.14465994,0.2,0.27,0.35,0.72,16.69833015,0
0.01,-0.096297786,0.5,0.16,0.65,0.35,16.97414917,0
0.04,-0.090718904,0.5,0.23,0.38,0.37,18.21268793,0
0.03,-0.1318676,0.74,0.08,1.05,-0.18,16.19859893,0
0.28,-0.141408554,0.37,0.22,0.22,0.53,17.78334245,0
0.17,-0.126768431,0.52,0.11,1.06,0.14,16.73356249,0
0.05,-0.112750157,0.63,0.31,0.32,0.33,19.45191996,0
0.09,-0.151624659,0.82,0.19,0.31,-0.02,16.29469822,0
0.28,-0.141195348,0.41,0.04,0.4,0.21,16.74018111,0
0.11,0.225642787,0.81,0.07,0.18,0.15,18.82553246,0
0.05,-0.143149734,0.79,0.03,0.4,0.09,17.39369887,0
0.07,-0.142918761,0.77,0.13,0.35,0.12,16.11314522,0
0.14,-0.134692575,0.41,0.32,0.63,0.2,16.68453797,0
0.22,-0.14963474,0.85,0.01,0.37,0.13,16.26620983,0
0.01,-0.133662081,0.62,0.14,0.3,0.28,15.98199238,0
0.26,-0.142439048,0.39,0.29,0.2,0.1,17.19391583,0
0.01,-0.027041475,0.41,0.55,1.25,0.57,16.06007388,0
0.01,-0.14826667,0.84,0.1,1.08,0.01,16.55385696,0
0.17,-0.151144947,0.34,0.35,0.59,0.16,17.10685074,0
0.1,-0.079276866,0.38,0.34,0.26,0.42,17.59953434,0
0.01,-0.144162461,0.65,0.01,0.41,0.25,16.55022885,0
0.44,-0.144482269,0.76,0.26,0.31,-0.11,18.89085608,0
0.11,-0.050351962,0.48,0.25,0.71,0.33,17.09188416,0
0.21,-0.127017171,0.57,0.06,0.35,0.25,18.01318258,0
0.11,-0.122077906,0.53,0.09,0.53,0.42,15.93224018,0
0.33,-0.144748776,0.53,0.1,0.5,0.11,16.07362513,0
0.28,-0.142101472,0.96,0.03,0.8,0.03,17.68103712,0
0.32,11.03273655,0.13,0.73,0.19,0.68,16.75952097,0
0.05,-0.145086352,0.81,0.13,0.43,0.04,16.00236264,0
0.12,-0.145477229,0.71,0.39,0.18,0.21,17.53242846,0
0.3,-0.142474582,0.71,0.01,0.44,0.15,16.05503721,0
0.04,0.012739151,0.62,0.29,0.63,0.34,17.54931534,0
0.07,-0.145956942,0.73,0.05,0.11,-0.01,17.30353781,0
0.06,-0.13963184,0.59,0.17,0.73,0.13,16.67484591,0
0.42,-0.14112428,0.7,0.04,0.55,0.17,16.09146662,0
0.16,-0.139365333,0.7,0.03,0.16,0.21,17.9388123,0
0.13,-0.149776877,0.5,0.21,0.09,0.38,15.94222862,0
0.12,-0.146969669,0.71,0.12,0.33,0.18,16.40520356,0
0.02,-0.138121633,0.73,0.04,0.43,0.08,16.16234399,0
0.06,-0.063677317,0.26,0.1,0.69,0.2,18.39311147,0
0.19,-0.079845414,0.27,0.04,0.54,0.66,17.99806291,0
0.11,-0.150842905,0.65,0.33,0.12,0.11,17.89420169,0
0.2,-0.142598952,0.81,0.01,0.42,0.06,16.32429502,0
0.1,0.132116563,0.18,0.09,0.37,0.46,17.99876998,0
0.2,-0.143736049,0.58,0.19,0.24,0.13,16.67352165,0
0.09,-0.143860419,0.76,0.03,0.4,0.18,15.91919864,0
0.05,-0.1393831,0.25,0.22,0.24,0.42,18.59937017,0
0.12,-0.136096179,0.55,0.44,0.32,0.13,17.13356004,0
0.29,-0.143611679,0.79,0.06,0.31,0.04,16.62096523,0
0.11,-0.148479876,0.63,0.09,0.38,0.27,17.17858639,0
0.06,-0.146223449,0.75,0.13,0.75,0.07,16.59165968,0
0.08,-0.136291618,0.8,0.35,0.3,0.16,16.27944558,0
0.2,-0.145086352,0.7,0.01,0.46,0.21,16.5820543,0
0.13,-0.139933881,0.38,0.19,0.34,0.41,15.96610452,0
0.14,-0.143647214,0.38,0.12,0.39,0.18,19.2709589,0
0.18,0.152477706,0.31,0.02,0.93,0.57,17.27587126,0
0.21,-0.135349959,0.3,0.22,0.35,0.44,16.29862594,0
0.39,-0.150487562,0.94,0.3,0.01,-0.1,17.27703062,0
0.4,-0.146791997,0.9,0.06,0.39,0.05,16.01372498,0
0.06,-0.145139653,0.68,0.13,0.22,0.27,16.04801025,0
0.24,-0.143842652,0.8,0.03,0.48,0.02,16.28308003,0
0.5,-0.16168086,0.27,0.51,0,0.11,19.16606645,0
0.15,-0.136309385,0.34,0.33,0.4,0.02,16.38149868,0
0.11,-0.128651748,0.36,0.21,0.98,0.52,16.22287495,0
0.12,-0.13161886,0.67,0.17,0.86,-0.47,15.96996808,0
0.2,-0.127816692,0.51,0.13,0.51,0.28,17.05992948,0
0.09,-0.14602801,0.8,0.09,0.31,0.11,17.24551623,0
0.05,-0.113745117,0.75,0.08,0.67,0.23,16.18870434,0
0,-0.144571105,0.76,0.04,0.27,0.21,18.22176282,0
0.06,-0.027236914,0.21,0.73,0.33,0.66,16.84839501,0
0.17,0.760664668,0.31,0.25,0.26,0.63,17.83140596,0
0.11,-0.137499783,0.79,0.02,0.85,0.07,16.16130637,0
0.03,-0.139312031,0.77,0.16,0.39,0.11,15.92744881,0
0.1,-0.141408554,0.64,0.07,1.95,0.19,19.75950568,0
0.13,-0.14490868,0.89,0.05,0.7,0.06,16.06635594,0
0.12,-0.07856618,0.2,0.1,0.39,0.21,20.47349351,0
0.16,-0.150931741,0.99,0.04,-0.08,-0.16,16.77502558,0
0.16,-0.144979749,0.7,0.33,0.29,0.15,15.98480286,0
0.24,-0.135349959,0.32,0.27,0.25,0.27,16.53817393,0
0.02,-0.145814805,0.69,0.1,0.65,0.16,16.05635577,0
0.31,-0.14826667,0.44,0.15,0.14,0.1,17.43954873,0
0.08,-0.137446482,0.86,0.16,0.37,0.08,16.22582952,0
0.11,-0.147413847,0.64,0.18,0.28,0.16,16.87408316,0
0.16,-0.137002303,0.53,0.3,0.24,0.31,16.45900325,0
0.06,-0.145619366,0.8,0.09,0.35,0.06,16.54249883,0
0.02,-0.143291871,0.73,0.05,1.03,0.13,17.55117304,0
0.22,-0.132507217,0.54,0.21,0.23,0.17,17.30541082,0
0.03,-0.009114431,0.42,0.33,0.28,0.23,16.84201362,0
0.11,-0.145068585,0.85,0.55,0.11,0.02,19.94064269,0
0.23,5.475264051,0.09,0.45,0.34,0.36,16.69338651,0
0.06,-0.142741089,0.68,0.17,0.22,0.14,18.13130571,0
0.06,-0.137553085,0.32,0.05,0.28,0.06,17.35722383,0
0.09,-0.137215509,0.56,0.45,0.54,0.09,21.51439991,0
0.08,-0.12925583,0.52,0.08,0.43,0.09,17.22971419,0
0.07,-0.146454422,0.76,0.06,0.45,0.19,15.98775915,0
0.04,-0.108255071,0.17,0.53,0.34,0.81,17.227788,0
0.04,-0.135492096,0.63,0.21,0.62,0.29,16.43883636,0
0.17,0.148266893,0.28,0.48,0.75,0.6,16.20340526,0
0.47,1.763690779,0.09,0.19,0.23,0.79,16.07470923,0
0.11,-0.115983777,0.43,0.28,0.74,-0.02,16.04222554,0
0.16,-0.109036825,0.49,0.25,0.44,0.19,16.08696622,0
0.32,-0.127017171,0.58,0,0.32,0.29,18.42538764,0
0.18,-0.127550185,0.36,0.14,0.4,0.6,16.39633273,0
0.07,-0.145885873,0.85,0.19,0.54,0.12,16.19452609,0
0.11,-0.143753816,0.74,0.04,0.66,0.06,16.24302774,0
0.12,-0.146187915,0.84,0.09,0.41,0.1,15.95400596,0
0.17,-0.135545398,0.76,0.16,0.35,0.17,16.65780787,0
0.13,-0.106940303,0.24,0.55,0.7,-0.02,16.13503782,0
0.11,-0.117547285,0.52,0.44,0.22,0.22,17.76471395,0
0.07,-0.14465994,0.29,0.37,0.44,0.46,18.60630655,0
0.18,-0.139933881,0.31,0.39,0.41,0.64,16.50961091,0
0.07,8.921289652,0.29,0.4,0.52,0.55,16.70882459,0
0.11,-0.149243863,0.65,0.02,1.42,0.15,17.38760316,0
0.07,-0.147378313,0.81,0.01,0.16,0.1,16.69198097,0
0.21,-0.134159561,0.65,0.01,0.82,0.24,15.89524856,0
0.16,-0.143274104,0.57,0.18,0.66,0.41,16.16682877,0
0.1,0.003020526,0.19,0.62,0.09,0.6,17.05055402,0
0.11,-0.144979749,0.64,0.14,1.32,0.34,15.923965,0
0.18,-0.139969416,0.65,0.06,0.36,0.3,18.08882961,0
0.06,-0.153898853,0.85,0.04,-0.06,0.1,16.96911535,0
0.27,-0.132898094,0.65,0.09,1.4,0.31,18.57123478,0
0.16,0.248882206,0.23,0.51,0.22,0.43,17.40239521,0
0.01,-0.126253184,0.59,0.26,0.73,0.37,17.72565358,0
0.04,-0.131778764,0.72,0.37,0.48,0.27,16.04801315,0
0.08,-0.138032797,0.4,0.29,0.53,0.51,18.75380837,0
0.12,4.16077998,0.1,0.55,0.18,0.6,19.43246344,0
0.13,-0.157416747,0.53,0.37,-0.02,0.44,16.95448263,0
0.16,-0.143345172,0.73,0.04,0.39,0.22,16.91911909,0
0.06,-0.144215762,0.52,0.04,0.38,0.1,17.00650838,0
0.19,-0.14162176,0.37,0.04,0.29,0.28,16.45789143,0
0.11,-0.153579045,1.11,0.21,-0.13,-0.34,16.47907191,0
0.12,-0.144357899,0.65,0.19,0.37,0.05,23.43333499,0
0.13,-0.117565052,0.64,0.59,0.77,0.28,17.27173941,0
0.01,0.657206613,0.52,0.43,0.55,0.48,16.13906945,0
0.02,-0.133626547,0.82,0.29,0.3,0.18,16.44051822,0
0.16,-0.146720929,0.95,0.18,0.31,-0.07,15.92948854,0
0,-0.113905021,0.67,0.05,0.95,0.28,15.99338161,0
0.35,-0.140306991,0.58,0.06,0.26,0.28,17.13352743,0
0.12,-0.14515742,0.55,0.26,0.21,0.18,16.90015436,0
0.06,-0.118186902,0.62,0.07,0.57,0.37,16.88246964,0
0.08,-0.120425562,0.29,0.5,0.35,0.42,17.18634055,0
0.27,-0.145832572,0.85,0.07,0.29,-0.15,15.9078566,0
0.13,-0.091731631,0.23,0.29,0.76,0.39,17.23622837,0
0.15,-0.142243609,0.52,0.1,0.48,0.41,17.72083383,0
0.01,-0.129433502,0.77,0.28,1.16,0.14,16.86091542,0
0.18,-0.136078412,0.45,0.06,0.35,0.25,17.69659577,0
0.25,-0.141017677,0.58,0.13,0.41,0.33,15.98757002,0
0.06,-0.071263886,0.74,0.24,0.43,0.21,17.33265062,0
0.1,0.067479709,0.38,0.07,0.41,0.27,18.37362187,0
0.07,-0.08769849,0.41,0.02,0.66,0.51,16.23789434,0
0.19,-0.144979749,0.83,0.06,0.31,0.02,17.50189187,0
0.21,-0.148568711,0.65,0.07,0.17,-0.59,16.23106793,0
0.01,-0.06980698,0.27,0.48,0.16,0.72,15.96378529,0
0.29,-0.077695591,0.16,0.56,0.5,0.28,16.53088527,0
0.02,-0.126235417,0.62,0.08,0.78,0.28,16.05679987,0
0.06,-0.14050243,0.66,0.45,0.45,0.2,16.04435352,0
0.14,-0.143611679,0.55,0.26,0.47,0.42,16.77093123,0
0.39,-0.140733403,0.61,0.24,0.31,0.25,17.93842063,0
0.23,-0.143274104,0.52,0.43,0.3,0.36,17.85071825,0
0.18,-0.091784932,0.28,0.09,0.92,0.62,17.76833399,0
0.04,-0.142812158,0.75,0.12,0.23,0.17,16.10073991,0
0.13,-0.150540864,0.87,0.01,0.02,-0.28,16.83867807,0
0.19,-0.143007596,0.45,0.5,0.35,0.46,16.6447362,0
0.11,-0.14465994,0.32,0.63,0.3,0.56,16.99849915,0
0.07,-0.135225589,0.48,0.64,0.18,0.13,19.21383806,0
0.18,-0.139933881,0.32,0.22,0.42,0.47,19.34595965,0
0.04,0.589176235,0.18,0.35,1.89,0.65,17.10251464,0
0.19,-0.15727461,0.51,0.5,0.21,-0.58,17.15444697,0
0.2,-0.136611426,0.42,0.45,0.18,0.22,17.7688922,0
0.06,0.014036152,0.47,0,1.5,0.33,16.04687029,0
0.04,-0.168361305,0.34,0.26,-0.06,0.17,16.62598617,0
0.07,5.764335416,0.6,0.57,0.83,0.09,17.76498743,0
0.2,-0.12360588,0.42,0.01,1.12,0.19,16.64107668,0
0.39,-0.147751423,0.75,0.04,0.44,0.23,16.04239048,0
0.25,-0.148088998,0.76,0.08,0.83,-0.51,17.84309488,0
0.04,-0.117351847,0.36,0.05,1.14,0.59,16.41822772,0
0.01,0.112732614,0.44,0.53,0.32,0.58,17.2429693,0
0.33,-0.14553053,0.69,0.01,0.33,0.15,16.4437955,0
0.02,-0.098749651,0.18,0.85,0.51,0.26,15.96075248,0
0.4,-0.019845783,0.27,0.09,0.49,0.7,16.17632569,0
0.11,-0.144624406,0.69,0.3,0.25,0.11,17.0284007,0
0.13,-0.151766796,0.66,0.55,0.05,-0.07,16.77372257,0
0.08,-0.143807118,0.87,0.37,1.12,-0.2,17.72938671,0
0.01,-0.138832319,0.67,0.18,0.41,0.28,16.23815281,0
0.17,-0.141675061,0.49,0.26,0.18,-0.14,15.94653028,0
0.26,-0.161787463,0.2,0.22,0.09,0.36,16.11493085,0
0.37,-0.142616719,0.72,0.07,0.44,0.21,16.52621756,0
0.01,-0.145956942,0.99,0.26,0.07,-0.11,17.12116815,0
0.03,-0.129930982,0.47,0.17,0.19,0.05,18.41353669,0
0.18,-0.147378313,0.55,0.05,0.54,-0.05,17.04452394,0
0.25,-0.149368233,0.88,0,0.36,-0.04,16.14740918,0
0.36,-0.144748776,0.88,0.13,0.25,0.07,16.61789143,0
0.1,-0.143789351,0.81,0.02,1.32,0.09,16.11284419,0
0.05,-0.130552831,0.35,0.65,0.36,0.41,17.83543979,0
0.06,-0.148213368,0.55,0.08,0.64,0.16,17.19020187,0
0,-0.133502177,0.67,0.04,0.66,-0.08,16.27550154,0
0.13,-0.14465994,0.08,0.45,0.34,-0.06,16.12001141,0
0.01,-0.131547791,0.35,0.03,0.62,0.56,15.94934037,0
0.09,-0.133999657,0.65,0.06,0.57,0.25,16.90345914,0
0.03,-0.099335967,0.57,0.63,0.21,0.31,17.95112046,0
0.14,-0.147200641,0.79,0.08,0.42,0.14,16.49173636,0
0.17,-0.137499783,0.46,0.11,0.25,0.52,16.67443505,0
0.15,-0.089866081,0.34,0.07,0.72,0.43,17.94207346,0
0.09,-0.14789356,0.7,0.25,0.29,-0.03,21.04649645,0
0.22,-0.127692322,0.63,0.21,0.37,0.05,17.27811271,0
0.25,-0.144819845,0.85,0.11,0.73,0.08,16.12870636,0
0.15,-0.148728615,0.91,0.1,0.01,0.09,18.36548158,0
0.03,-0.117867094,0.67,0.24,0.42,0.09,15.91861821,0
0.26,-0.135829672,0.51,0.27,0.32,0.05,16.00888206,0
0.03,-0.145814805,0.87,0.41,0.2,0.03,16.18294512,0
0.07,-0.143096432,0.64,0.01,0.41,0.17,19.95471751,0
0.45,-0.141461855,0.38,0.04,0.16,0,19.55848179,0
0.18,-0.147911327,0.9,0.03,0.16,-0.05,17.97992626,0
0.08,-0.061314288,0.16,0.08,0.61,0.33,16.98152272,0
0.13,-0.144926448,0.6,0.07,0.47,0.33,17.29852827,0
0.06,-0.145885873,0.85,0.25,0.35,0.03,16.29069014,0
0.12,-0.146738696,0.53,0.04,1.39,-0.18,17.36314734,0
0.02,-0.142510117,0.8,0.02,0.97,0.05,16.26876691,0
0.09,-0.144038091,0.61,0.14,0.46,0.28,15.97015651,0
0.71,-0.152424181,0.76,0.04,-0.03,-0.27,16.68864019,0
0.16,-0.095320593,0.47,0.27,0.29,0.51,17.748321,0
0.1,-0.143327405,0.49,0.04,0.49,0.18,17.17973782,0
0.04,-0.109409935,0.3,0.09,0.33,0.62,16.50425255,0
0.25,-0.139916114,0.72,0.1,0.26,0.15,17.68660983,0
0.1,-0.142687788,0.6,0.2,0.82,0.09,19.43246156,0
0.04,-0.136558125,0.94,0.18,0.46,0.05,16.49180112,0
0.04,-0.147858026,0.94,0.07,0.12,-0.2,18.07972751,0
0.02,-0.118204669,0.7,0.19,0.65,0.21,16.25473882,0
0.04,-0.14465994,0.22,0.61,0.8,0.27,17.63262915,0
0.2,-0.143771583,0.73,0.16,0.36,0.06,15.96405923,0
0.42,-0.145690435,0.81,0.01,0.29,0,16.2335535,0
0.11,-0.145246256,0.7,0.35,0.52,0.08,16.47846053,0
0.02,-0.133342272,0.76,0.26,0.35,0.2,16.89617957,0
0.07,0.129042848,0.35,0.59,0.72,0.57,15.91945128,0
0.04,-0.12509832,0.1,0.77,0.22,0.24,17.58576212,0
0.29,-0.153756716,0.49,0.1,0.02,0.41,16.39323785,0
0.02,-0.100473064,0.33,0.06,1.05,0.66,16.00004856,0
0.05,0.514110069,0.42,0.07,0.38,0.15,17.22229245,0
0.37,-0.143469542,0.92,0,0.17,0.03,16.74074724,0
0.06,-0.148248903,0.96,0.01,0.51,0.02,16.16343759,0
0.03,-0.085886242,0.51,0.13,0.45,0.44,17.48442195,0
0.01,0.10107737,0.57,0.29,0.22,0.27,16.27016236,0
0.08,-0.102960463,0.64,0.05,0.37,0.17,17.08132165,0
0.08,-0.139933881,0.6,0.02,0.21,0.27,16.24483658,0
0.13,-0.129788844,0.27,0.39,0.16,0.33,16.60371632,0
0.04,-0.142385747,0.78,0,0.41,0.07,19.3836547,0
0.01,-0.137108906,0.98,0.14,1.04,-0.02,16.31428946,0
0.2,-0.146472189,0.77,0.01,0.3,0.1,15.99784708,0
0.08,-0.049428071,0.19,0.45,0.2,0.31,18.09705043,0
0.03,-0.134461602,0.75,0.05,0.27,0.17,16.32266138,0
0.21,-0.14075117,0.32,0.03,0.1,0.48,17.28341349,0
0.04,-0.150434261,0.8,0.03,1.39,0.02,15.96580692,0
0.18,-0.140537964,0.58,0.33,0.33,0.3,17.56426014,0
0.08,-0.145352859,0.74,0.09,0.55,0.21,16.12367098,0
0.07,-0.145388393,1.28,0,1.18,-0.41,15.91124268,0
0.05,-0.123659181,0.82,0.25,1.04,0.09,17.3388746,0
0.07,-0.146685394,0.77,0.06,0.18,0.09,16.94107801,0
0.15,-0.14627675,1.28,0.01,0.23,-0.33,16.46081164,0
0.36,-0.143807118,0.64,0.03,1.11,0.19,17.02520064,0
